,Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
55019,ford,fiesta,1.2,petrol,1990.0,181128.0,971.0
55022,vw,passat,1.6,diesel,2009.0,100782.0,12083.0
55025,vw,polo,1.4,desconocido,2009.0,83726.0,8634.0
55027,toyota,prius,1.4,hybrid,1997.0,0.0,4485.0
55028,vw,polo,1.4,diesel,2012.0,0.0,11019.0
55029,toyota,prius,1.0,hybrid,2009.0,123536.0,9119.0
55031,ford,focus,0.0,diesel,0.0,62573.0,13963.0
55036,ford,focus,1.8,desconocido,2008.0,32647.0,17951.0
55040,toyota,yaris,1.4,hybrid,2016.0,48326.0,0.0
55048,vw,polo,0.0,petrol,1991.0,0.0,1716.0
55050,ford,fiesta,1.4,petrol,2004.0,120359.0,0.0
55051,ford,fiesta,1.0,desconocido,2002.0,132779.0,2945.0
55053,ford,focus,0.0,diesel,1997.0,184340.0,2479.0
55054,vw,passat,1.8,diesel,1988.0,273568.0,719.0
55056,toyota,rav4,2.0,hybrid,2005.0,49802.0,19485.0
55057,bmw,desconocido,3.0,petrol,2012.0,107467.0,19313.0
55058,vw,polo,0.0,desconocido,2001.0,180293.0,2415.0
55059,desconocido,polo,1.0,petrol,1997.0,118311.0,2423.0
55061,ford,fiesta,1.4,diesel,2007.0,82726.0,7414.0
55064,ford,focus,1.6,petrol,1999.0,205081.0,2405.0
55066,bmw,z4,2.2,petrol,1999.0,0.0,5243.0
55068,toyota,yaris,1.0,petrol,2007.0,129308.0,0.0
55069,ford,mondeo,1.4,diesel,2016.0,48301.0,0.0
55074,toyota,desconocido,1.8,hybrid,0.0,0.0,21959.0
55078,vw,passat,1.8,diesel,2013.0,25399.0,27336.0
55079,ford,mondeo,2.0,desconocido,2013.0,69076.0,20845.0
55080,ford,focus,1.4,diesel,2017.0,0.0,30431.0
55086,bmw,x3,2.4,diesel,0.0,35692.0,37628.0
55087,ford,focus,1.4,hybrid,2002.0,108230.0,0.0
55089,toyota,yaris,1.2,hybrid,2010.0,80350.0,11279.0
55094,vw,golf,1.6,diesel,1993.0,136792.0,0.0
55095,toyota,yaris,0.0,petrol,1988.0,155880.0,1218.0
55096,ford,mondeo,2.0,desconocido,1994.0,195387.0,2183.0
55097,bmw,x3,3.0,diesel,2008.0,104479.0,16675.0
55099,ford,mondeo,1.4,desconocido,0.0,47938.0,14313.0
55101,ford,focus,1.0,diesel,2004.0,109618.0,6124.0
55102,vw,passat,2.0,diesel,1986.0,228317.0,1008.0
55106,porsche,cayenne,2.6,petrol,2010.0,0.0,30919.0
55107,toyota,prius,1.4,hybrid,2013.0,68093.0,21018.0
55108,toyota,rav4,2.0,petrol,2014.0,26078.0,34061.0
55113,toyota,prius,1.0,hybrid,2013.0,24208.0,23247.0
55115,toyota,rav4,2.4,hybrid,1995.0,119115.0,6756.0
55118,porsche,cayenne,3.0,petrol,2004.0,137506.0,0.0
55119,vw,golf,1.8,desconocido,2007.0,0.0,9914.0
55120,porsche,cayenne,3.5,diesel,2011.0,105898.0,0.0
55123,porsche,desconocido,3.0,petrol,1999.0,135656.0,13934.0
55127,ford,fiesta,1.4,petrol,2003.0,90955.0,5103.0
55128,toyota,desconocido,2.2,hybrid,2006.0,93874.0,16247.0
55129,bmw,z4,2.2,petrol,1995.0,267466.0,1349.0
55130,ford,mondeo,1.8,diesel,1997.0,0.0,3352.0
55138,toyota,yaris,1.4,petrol,2020.0,18677.0,28991.0
55139,toyota,rav4,2.2,hybrid,2004.0,92793.0,14330.0
55140,ford,fiesta,1.0,petrol,2009.0,64950.0,7690.0
55141,ford,fiesta,1.2,petrol,1987.0,0.0,1046.0
55144,ford,focus,2.0,petrol,2000.0,74156.0,8139.0
55145,ford,fiesta,1.0,petrol,0.0,155342.0,2147.0
55147,toyota,rav4,2.4,hybrid,1988.0,0.0,3103.0
55151,vw,desconocido,1.8,diesel,2003.0,116390.0,6134.0
55152,ford,fiesta,1.2,desconocido,2003.0,69568.0,5477.0
55154,desconocido,prius,1.8,hybrid,1993.0,269022.0,1188.0
55156,toyota,prius,1.0,hybrid,1990.0,168265.0,1788.0
55157,vw,passat,0.0,diesel,2011.0,77418.0,17283.0
55160,vw,passat,0.0,diesel,1992.0,240834.0,1123.0
55161,porsche,911,3.0,petrol,1998.0,0.0,8382.0
55162,ford,fiesta,1.4,petrol,2010.0,51601.0,10596.0
55163,vw,golf,1.4,petrol,1997.0,113243.0,3537.0
55164,desconocido,x3,2.4,petrol,2016.0,55555.0,33922.0
55165,ford,mondeo,2.0,diesel,2009.0,0.0,16245.0
55166,vw,passat,2.0,petrol,2018.0,0.0,36825.0
55168,toyota,rav4,2.0,desconocido,2017.0,53299.0,42425.0
55169,porsche,911,2.6,petrol,1993.0,189397.0,5553.0
55171,ford,desconocido,2.0,desconocido,2004.0,126518.0,7248.0
55173,vw,golf,1.6,hybrid,1996.0,0.0,5324.0
55175,ford,focus,2.0,hybrid,2013.0,36156.0,0.0
55178,ford,mondeo,1.6,diesel,2018.0,15257.0,36001.0
55179,porsche,911,3.5,petrol,2000.0,132229.0,16531.0
55180,ford,focus,1.4,desconocido,2008.0,82795.0,10939.0
55182,toyota,yaris,0.0,petrol,2018.0,35285.0,21379.0
55184,toyota,prius,1.0,hybrid,2016.0,39944.0,25919.0
55185,vw,golf,1.2,desconocido,1995.0,123551.0,0.0
55186,bmw,z4,2.2,petrol,2012.0,49506.0,24609.0
55188,ford,mondeo,1.4,desconocido,1996.0,269301.0,1066.0
55190,vw,desconocido,1.4,diesel,2008.0,126818.0,8682.0
55192,porsche,cayenne,3.5,diesel,2003.0,164088.0,10979.0
55195,vw,golf,2.0,diesel,2004.0,63539.0,10058.0
55197,vw,golf,1.4,petrol,2018.0,31325.0,24857.0
55198,toyota,rav4,1.8,hybrid,1999.0,202895.0,0.0
55199,ford,focus,1.4,petrol,1989.0,322125.0,0.0
55201,ford,mondeo,1.4,diesel,1995.0,221647.0,0.0
55203,desconocido,golf,1.6,petrol,0.0,166805.0,2813.0
55205,toyota,yaris,1.2,desconocido,2019.0,28675.0,28494.0
55207,ford,mondeo,1.6,desconocido,2008.0,48438.0,14527.0
55208,porsche,cayenne,3.0,diesel,2019.0,0.0,82584.0
55209,ford,mondeo,1.4,diesel,2006.0,0.0,10298.0
55210,bmw,desconocido,5.0,petrol,2020.0,14344.0,139775.0
55213,toyota,yaris,1.4,desconocido,1991.0,156936.0,0.0
55214,porsche,cayenne,2.6,diesel,2008.0,112565.0,19927.0
55216,vw,passat,2.0,diesel,2021.0,13400.0,52459.0
55218,ford,focus,2.0,petrol,2004.0,121141.0,7556.0
55219,vw,polo,1.2,petrol,0.0,16261.0,24105.0
55221,porsche,cayenne,4.0,diesel,1994.0,230077.0,0.0
55225,desconocido,yaris,1.2,hybrid,2017.0,54859.0,21296.0
55227,ford,fiesta,1.0,petrol,2012.0,73981.0,8844.0
55229,vw,passat,1.6,diesel,2010.0,55472.0,17620.0
55233,ford,mondeo,2.0,diesel,2011.0,48710.0,20795.0
55235,ford,fiesta,1.0,petrol,1988.0,175316.0,816.0
55239,bmw,m5,5.0,petrol,1986.0,207746.0,3474.0
55241,ford,mondeo,1.8,hybrid,1992.0,150843.0,3024.0
55243,ford,fiesta,1.2,petrol,1996.0,207119.0,1155.0
55244,toyota,yaris,1.2,hybrid,2011.0,79205.0,12152.0
55248,desconocido,rav4,2.2,hybrid,2009.0,102114.0,18691.0
55250,ford,focus,1.8,petrol,1998.0,232831.0,0.0
55256,vw,golf,1.2,petrol,2001.0,187772.0,2327.0
55257,desconocido,mondeo,2.0,diesel,1986.0,250182.0,781.0
55258,desconocido,rav4,2.0,hybrid,2017.0,6062.0,55622.0
55260,toyota,rav4,2.2,hybrid,1986.0,224321.0,1461.0
55261,vw,passat,1.6,diesel,2008.0,86235.0,12549.0
55263,toyota,desconocido,1.4,hybrid,2013.0,33638.0,20048.0
55265,toyota,yaris,0.0,desconocido,1999.0,139513.0,3478.0
55267,toyota,yaris,1.4,hybrid,0.0,130888.0,2697.0
55270,porsche,911,0.0,petrol,2009.0,94946.0,31662.0
55273,toyota,yaris,1.2,desconocido,1998.0,163732.0,2668.0
55275,ford,mondeo,1.8,petrol,0.0,148698.0,2564.0
55276,ford,fiesta,1.2,desconocido,2015.0,58525.0,13103.0
55277,toyota,rav4,2.2,hybrid,2001.0,117537.0,0.0
55279,vw,desconocido,1.8,diesel,2008.0,74980.0,14387.0
55282,toyota,rav4,0.0,hybrid,2013.0,58075.0,29905.0
55283,toyota,prius,1.8,hybrid,2014.0,46348.0,29274.0
55284,ford,mondeo,1.4,desconocido,2016.0,11650.0,30045.0
55289,toyota,yaris,1.4,petrol,1995.0,153340.0,2143.0
55292,vw,passat,1.4,desconocido,2008.0,68236.0,13276.0
55296,ford,fiesta,1.2,petrol,0.0,66204.0,11660.0
55297,ford,mondeo,1.4,hybrid,2021.0,15670.0,46904.0
55298,vw,golf,1.6,diesel,2007.0,119962.0,7347.0
55301,bmw,desconocido,5.0,petrol,2010.0,81220.0,47525.0
55303,bmw,m5,4.4,petrol,2003.0,93403.0,25655.0
55304,desconocido,z4,2.4,petrol,2014.0,57696.0,27890.0
55305,toyota,prius,1.8,hybrid,1993.0,143865.0,3584.0
55307,vw,polo,2.0,petrol,1989.0,79856.0,2661.0
55308,toyota,yaris,1.4,hybrid,2005.0,141911.0,0.0
55309,vw,golf,2.0,desconocido,2006.0,103968.0,0.0
55310,toyota,rav4,2.0,hybrid,1990.0,162687.0,3114.0
55311,vw,golf,1.8,hybrid,2014.0,38186.0,24884.0
55314,desconocido,focus,1.4,petrol,1998.0,0.0,3986.0
55315,bmw,m5,5.0,petrol,2002.0,111256.0,22436.0
55317,ford,focus,1.8,petrol,1985.0,184476.0,1201.0
55321,bmw,z4,3.0,petrol,2020.0,24760.0,0.0
55325,vw,polo,0.0,petrol,2001.0,119123.0,3721.0
55329,vw,polo,1.2,petrol,2008.0,61281.0,8284.0
55330,bmw,x3,3.0,petrol,1992.0,191554.0,2695.0
55331,vw,passat,1.6,diesel,2000.0,144010.0,4750.0
55334,ford,focus,2.0,hybrid,2002.0,140940.0,6790.0
55336,porsche,911,3.5,petrol,2019.0,22807.0,123576.0
55337,porsche,cayenne,4.0,petrol,2000.0,0.0,10699.0
55338,toyota,rav4,1.8,hybrid,2017.0,30794.0,46103.0
55340,ford,mondeo,0.0,diesel,1994.0,59135.0,5244.0
55341,bmw,z4,3.0,petrol,2012.0,55757.0,27630.0
55342,toyota,yaris,1.2,desconocido,1993.0,265474.0,642.0
55346,ford,fiesta,1.0,petrol,2018.0,35365.0,16847.0
55347,bmw,m5,4.0,desconocido,1997.0,77324.0,18354.0
55353,toyota,rav4,2.4,hybrid,2010.0,65073.0,27016.0
55354,ford,fiesta,1.4,petrol,2003.0,180001.0,2521.0
55355,toyota,rav4,2.2,petrol,1998.0,137395.0,0.0
55356,toyota,yaris,1.0,desconocido,2006.0,99215.0,6897.0
55357,vw,polo,2.0,petrol,0.0,123329.0,2068.0
55358,toyota,prius,1.4,desconocido,2013.0,63590.0,21651.0
55359,toyota,yaris,1.0,desconocido,2012.0,45635.0,14753.0
55361,ford,focus,1.8,petrol,2002.0,120364.0,6311.0
55362,desconocido,mondeo,2.0,diesel,1993.0,222692.0,1602.0
55363,ford,focus,2.0,petrol,2016.0,33801.0,30513.0
55364,toyota,prius,1.8,hybrid,2000.0,0.0,8190.0
55365,vw,passat,1.4,diesel,2020.0,7810.0,42286.0
55366,vw,golf,1.4,petrol,1998.0,108670.0,0.0
55368,toyota,rav4,1.8,hybrid,2014.0,42253.0,35277.0
55369,vw,desconocido,1.0,petrol,1990.0,245712.0,511.0
55370,vw,polo,2.0,petrol,2002.0,150253.0,0.0
55372,bmw,z4,3.0,petrol,2020.0,8685.0,61869.0
55375,toyota,prius,1.8,hybrid,2007.0,98559.0,12920.0
55378,vw,polo,1.0,petrol,2012.0,73543.0,9103.0
55380,bmw,x3,2.0,desconocido,1997.0,180769.0,0.0
55381,vw,golf,1.2,desconocido,2013.0,67171.0,13201.0
55383,vw,golf,2.0,petrol,0.0,238774.0,915.0
55384,toyota,prius,0.0,hybrid,2018.0,20860.0,44346.0
55386,vw,polo,1.0,petrol,1998.0,0.0,0.0
55387,toyota,rav4,2.0,hybrid,2001.0,0.0,13692.0
55389,ford,mondeo,1.8,desconocido,1991.0,257526.0,966.0
55390,vw,golf,1.8,petrol,1997.0,216329.0,1696.0
55392,ford,focus,1.6,desconocido,2018.0,0.0,31528.0
55393,ford,fiesta,1.2,petrol,1988.0,0.0,709.0
55396,vw,desconocido,1.4,petrol,2016.0,67969.0,17324.0
55399,ford,focus,1.0,hybrid,2019.0,26722.0,32937.0
55401,ford,focus,2.0,petrol,2014.0,0.0,21801.0
55404,toyota,prius,1.8,desconocido,2017.0,39115.0,37356.0
55405,desconocido,polo,1.4,diesel,1998.0,131666.0,2901.0
55407,bmw,desconocido,2.2,desconocido,1992.0,262082.0,1161.0
55409,vw,passat,1.6,desconocido,1998.0,120907.0,4989.0
55410,toyota,yaris,1.0,petrol,2012.0,0.0,9597.0
55413,desconocido,cayenne,2.6,petrol,2004.0,96609.0,16357.0
55416,ford,fiesta,1.2,diesel,2022.0,5101.0,29885.0
55417,vw,passat,1.8,diesel,2008.0,85679.0,13362.0
55418,vw,golf,2.0,petrol,2008.0,120241.0,8345.0
55420,ford,desconocido,0.0,petrol,2009.0,67129.0,0.0
55422,ford,fiesta,1.0,petrol,2011.0,75321.0,0.0
55423,ford,focus,1.4,desconocido,2001.0,64875.0,0.0
55424,desconocido,fiesta,1.0,petrol,2001.0,108739.0,3315.0
55425,bmw,desconocido,2.4,diesel,1997.0,191390.0,3538.0
55426,porsche,911,3.5,desconocido,1991.0,258729.0,3016.0
55427,ford,fiesta,1.4,petrol,2003.0,40949.0,7093.0
55428,vw,golf,1.2,diesel,2003.0,55491.0,7677.0
55430,bmw,desconocido,2.0,petrol,0.0,202037.0,3201.0
55431,toyota,prius,1.8,hybrid,2005.0,104446.0,10829.0
55434,bmw,z4,0.0,petrol,2021.0,15653.0,54579.0
55435,ford,focus,2.0,petrol,1996.0,136914.0,3917.0
55437,vw,polo,1.2,petrol,2013.0,95538.0,9140.0
55439,bmw,z4,3.0,desconocido,2018.0,24149.0,49801.0
55444,ford,focus,1.8,hybrid,1990.0,132024.0,3107.0
55447,vw,passat,1.6,diesel,2000.0,168055.0,3894.0
55448,vw,polo,2.0,petrol,2012.0,92366.0,0.0
55449,toyota,rav4,2.0,hybrid,2008.0,83807.0,0.0
55460,porsche,cayenne,3.0,petrol,2009.0,95007.0,0.0
55462,ford,mondeo,2.0,diesel,2016.0,18057.0,34696.0
55463,toyota,yaris,1.4,desconocido,1993.0,151070.0,0.0
55464,ford,desconocido,1.6,diesel,2006.0,0.0,8284.0
55470,ford,focus,0.0,petrol,2019.0,20236.0,33674.0
55474,vw,golf,2.0,diesel,2015.0,50628.0,22743.0
55476,bmw,z4,2.4,desconocido,2016.0,23147.0,0.0
55479,bmw,x3,2.4,desconocido,2008.0,48268.0,0.0
55480,porsche,cayenne,2.6,desconocido,2015.0,41400.0,49166.0
55485,bmw,z4,2.0,petrol,2001.0,180558.0,0.0
55488,ford,mondeo,0.0,desconocido,2002.0,125340.0,5572.0
55491,ford,focus,1.0,petrol,1989.0,278360.0,498.0
55493,ford,mondeo,1.4,diesel,2002.0,99262.0,6784.0
55494,vw,golf,2.0,petrol,2004.0,133919.0,5744.0
55495,toyota,prius,1.4,hybrid,2007.0,125812.0,9278.0
55497,ford,fiesta,1.4,petrol,1997.0,136830.0,2417.0
55498,ford,fiesta,1.0,hybrid,0.0,127017.0,4516.0
55501,vw,golf,1.2,petrol,1996.0,88950.0,0.0
55505,vw,polo,1.6,petrol,2015.0,67289.0,14666.0
55508,toyota,rav4,1.8,hybrid,1997.0,189974.0,3733.0
55511,ford,focus,2.0,petrol,2004.0,187720.0,4370.0
55513,ford,focus,1.4,petrol,0.0,163987.0,2457.0
55514,vw,passat,1.8,diesel,2001.0,105828.0,7244.0
55516,toyota,prius,1.0,hybrid,1994.0,225593.0,0.0
55517,desconocido,passat,1.4,diesel,1999.0,0.0,4134.0
55519,toyota,yaris,1.0,hybrid,1992.0,135949.0,2048.0
55522,vw,polo,1.2,petrol,2017.0,14032.0,19973.0
55525,vw,desconocido,1.2,petrol,1992.0,322289.0,368.0
55527,ford,focus,1.8,petrol,2010.0,0.0,12934.0
55531,ford,mondeo,1.4,diesel,1991.0,179107.0,1722.0
55533,bmw,x3,2.0,desconocido,2019.0,34613.0,45132.0
55535,toyota,rav4,1.8,hybrid,0.0,93814.0,7548.0
55536,bmw,m5,4.4,petrol,2001.0,145066.0,0.0
55537,vw,polo,2.0,petrol,0.0,60042.0,13168.0
55538,ford,focus,1.4,petrol,2009.0,86575.0,11388.0
55539,ford,desconocido,2.0,diesel,2007.0,66238.0,14238.0
55540,vw,golf,1.8,desconocido,1999.0,72764.0,7350.0
55546,toyota,rav4,2.4,hybrid,1998.0,181159.0,4973.0
55551,vw,passat,1.8,diesel,1998.0,143694.0,4420.0
55552,ford,fiesta,1.4,desconocido,2003.0,116752.0,4218.0
55554,toyota,desconocido,2.0,hybrid,2020.0,19829.0,63136.0
55555,desconocido,focus,1.8,petrol,1992.0,223635.0,1355.0
55556,toyota,prius,1.8,hybrid,2004.0,31089.0,16460.0
55559,vw,desconocido,1.6,petrol,0.0,151898.0,3744.0
55562,toyota,yaris,1.0,hybrid,2002.0,77627.0,0.0
55563,bmw,z4,2.4,petrol,2013.0,0.0,25917.0
55564,toyota,desconocido,2.0,hybrid,1998.0,160971.0,0.0
55565,ford,mondeo,1.4,petrol,2004.0,142454.0,5295.0
55567,desconocido,fiesta,1.0,hybrid,1986.0,250169.0,439.0
55574,bmw,x3,2.4,diesel,1988.0,271952.0,934.0
55576,toyota,yaris,1.2,petrol,2019.0,23677.0,24425.0
55578,toyota,rav4,2.2,desconocido,2020.0,15576.0,67768.0
55579,toyota,rav4,2.2,hybrid,2007.0,0.0,20246.0
55582,vw,golf,1.8,petrol,2002.0,163281.0,0.0
55586,vw,passat,2.0,diesel,1995.0,168643.0,3104.0
55587,desconocido,polo,2.0,diesel,1990.0,0.0,1666.0
55593,bmw,m5,4.0,petrol,1988.0,146022.0,6010.0
55596,ford,fiesta,1.4,petrol,1996.0,79219.0,3474.0
55599,toyota,yaris,1.2,hybrid,1990.0,169067.0,1496.0
55603,vw,golf,1.2,petrol,2007.0,53919.0,9641.0
55607,vw,passat,1.6,diesel,1992.0,206020.0,1644.0
55610,ford,mondeo,1.8,desconocido,1994.0,203154.0,1934.0
55612,ford,fiesta,1.4,petrol,2008.0,0.0,10021.0
55616,vw,polo,1.2,petrol,2007.0,118908.0,5148.0
55619,ford,fiesta,1.4,petrol,2000.0,0.0,1694.0
55620,toyota,rav4,2.4,desconocido,1987.0,210543.0,1538.0
55622,bmw,z4,2.4,petrol,1997.0,107570.0,6350.0
55625,toyota,yaris,1.0,petrol,2016.0,30815.0,17530.0
55626,desconocido,golf,1.4,hybrid,2019.0,28792.0,32352.0
55628,vw,desconocido,1.4,petrol,2006.0,108650.0,6671.0
55630,vw,passat,2.0,desconocido,0.0,0.0,32226.0
55632,ford,fiesta,1.2,petrol,2021.0,5152.0,0.0
55633,bmw,x3,2.4,diesel,2000.0,0.0,10558.0
55635,toyota,yaris,1.0,hybrid,2002.0,107878.0,4955.0
55636,vw,polo,1.2,petrol,2007.0,32844.0,0.0
55637,bmw,m5,4.0,petrol,2017.0,0.0,0.0
55638,ford,focus,1.4,petrol,2007.0,47516.0,0.0
55640,toyota,prius,1.4,hybrid,2003.0,139413.0,0.0
55641,toyota,yaris,0.0,petrol,2011.0,45461.0,11514.0
55642,toyota,prius,1.8,desconocido,2016.0,24618.0,38007.0
55643,vw,golf,1.2,petrol,2003.0,0.0,2783.0
55648,ford,fiesta,0.0,diesel,1989.0,298243.0,354.0
55652,vw,desconocido,1.4,diesel,1987.0,229364.0,717.0
55653,vw,passat,1.6,diesel,0.0,61000.0,23734.0
55654,toyota,yaris,0.0,petrol,2013.0,25267.0,17527.0
55656,porsche,718 cayman,2.0,petrol,2002.0,144271.0,7352.0
55657,ford,mondeo,1.6,diesel,2002.0,135748.0,0.0
55658,ford,fiesta,1.2,petrol,1993.0,228568.0,0.0
55661,bmw,desconocido,2.4,diesel,1986.0,0.0,932.0
55666,vw,polo,1.0,petrol,1999.0,0.0,1703.0
55668,ford,focus,1.8,petrol,0.0,179915.0,2973.0
55671,vw,passat,1.6,diesel,2018.0,39395.0,33164.0
55672,ford,mondeo,1.4,hybrid,1991.0,225037.0,1312.0
55676,toyota,desconocido,1.4,hybrid,2016.0,31939.0,32148.0
55677,vw,golf,2.0,hybrid,2017.0,37261.0,32214.0
55680,ford,desconocido,1.0,petrol,2002.0,130973.0,4331.0
55681,ford,fiesta,1.0,petrol,1999.0,0.0,2922.0
55683,toyota,prius,1.4,desconocido,2003.0,185411.0,4347.0
55684,bmw,m5,4.4,petrol,2012.0,57209.0,59779.0
55685,ford,focus,0.0,hybrid,2003.0,99437.0,9984.0
55686,ford,fiesta,0.0,petrol,2012.0,72989.0,10534.0
55690,vw,polo,1.2,petrol,2012.0,49915.0,11626.0
55691,toyota,rav4,2.0,hybrid,1990.0,162687.0,0.0
55695,bmw,x3,3.0,diesel,2001.0,0.0,6435.0
55697,desconocido,rav4,1.8,petrol,1994.0,139577.0,3885.0
55698,bmw,z4,0.0,petrol,2010.0,94952.0,16571.0
55700,bmw,z4,2.4,desconocido,2012.0,74910.0,21788.0
55703,ford,focus,1.8,petrol,2000.0,173170.0,3598.0
55704,ford,desconocido,1.0,petrol,2000.0,107671.0,3126.0
55705,desconocido,polo,1.6,petrol,1989.0,281063.0,435.0
55708,bmw,z4,2.0,petrol,1997.0,166649.0,3621.0
55709,ford,mondeo,2.0,diesel,2013.0,51111.0,0.0
55710,vw,polo,1.6,petrol,1997.0,140230.0,2581.0
55713,bmw,m5,5.0,petrol,1987.0,210472.0,3624.0
55717,vw,polo,1.6,desconocido,2004.0,47244.0,8007.0
55719,ford,focus,1.6,petrol,2008.0,105403.0,9940.0
55729,ford,fiesta,1.4,petrol,2018.0,38463.0,0.0
55731,toyota,rav4,2.0,hybrid,1999.0,0.0,5501.0
55735,toyota,rav4,2.2,hybrid,2015.0,35448.0,43415.0
55738,ford,fiesta,1.0,desconocido,1988.0,336194.0,185.0
55739,ford,desconocido,2.0,petrol,1992.0,260873.0,1014.0
55740,toyota,yaris,1.0,hybrid,1992.0,116021.0,0.0
55742,porsche,desconocido,2.6,petrol,1992.0,193781.0,3356.0
55743,vw,passat,1.6,diesel,1994.0,0.0,2049.0
55744,vw,golf,1.6,diesel,1984.0,132809.0,1434.0
55745,ford,mondeo,1.6,petrol,2010.0,77546.0,13729.0
55746,ford,focus,0.0,diesel,1998.0,0.0,3947.0
55749,toyota,yaris,1.4,petrol,1992.0,101942.0,2621.0
55753,ford,focus,1.4,petrol,2009.0,47557.0,14740.0
55754,vw,passat,1.8,diesel,2012.0,60606.0,20663.0
55756,ford,fiesta,1.4,petrol,2003.0,109638.0,4451.0
55757,toyota,prius,1.8,hybrid,2015.0,0.0,36164.0
55758,toyota,prius,1.0,hybrid,2020.0,22949.0,0.0
55759,toyota,rav4,1.8,hybrid,1995.0,240461.0,2079.0
55763,vw,desconocido,1.2,petrol,2003.0,152888.0,3009.0
55765,vw,polo,1.2,diesel,2015.0,0.0,14017.0
55766,toyota,rav4,2.0,desconocido,2016.0,47508.0,41148.0
55767,vw,polo,2.0,petrol,2009.0,114138.0,7875.0
55768,vw,passat,1.8,petrol,1991.0,219044.0,0.0
55774,vw,golf,1.8,diesel,2018.0,25363.0,30618.0
55775,bmw,x3,2.4,diesel,1988.0,0.0,824.0
55776,toyota,prius,1.4,desconocido,1992.0,309366.0,668.0
55779,porsche,911,3.5,petrol,2000.0,77973.0,24697.0
55782,vw,golf,0.0,petrol,1991.0,82003.0,2974.0
55784,bmw,z4,2.0,petrol,1992.0,169915.0,2524.0
55785,ford,mondeo,2.0,desconocido,1999.0,119076.0,5723.0
55786,ford,mondeo,1.6,diesel,2012.0,0.0,18982.0
55788,vw,passat,1.8,diesel,2018.0,29621.0,0.0
55790,desconocido,focus,1.8,petrol,2013.0,55327.0,20785.0
55793,vw,polo,0.0,petrol,1994.0,311954.0,423.0
55797,toyota,yaris,1.0,petrol,2001.0,187798.0,2019.0
55801,desconocido,rav4,2.0,desconocido,2014.0,38871.0,31623.0
55802,vw,polo,1.4,petrol,2004.0,191857.0,2496.0
55805,ford,mondeo,1.4,petrol,2007.0,0.0,11318.0
55806,ford,mondeo,1.6,desconocido,2010.0,100702.0,12233.0
55807,toyota,rav4,1.8,hybrid,2016.0,42420.0,40268.0
55812,ford,focus,1.4,petrol,2017.0,28967.0,28062.0
55813,toyota,rav4,2.2,hybrid,1999.0,0.0,3212.0
55814,ford,mondeo,1.4,diesel,2002.0,0.0,5951.0
55816,bmw,z4,2.4,petrol,2017.0,29168.0,40503.0
55817,vw,polo,1.4,petrol,2001.0,216561.0,1642.0
55818,toyota,prius,1.0,hybrid,1989.0,134948.0,2198.0
55819,vw,passat,1.4,petrol,2018.0,23014.0,0.0
55820,ford,mondeo,1.4,diesel,1998.0,0.0,0.0
55822,vw,polo,1.0,petrol,1986.0,194137.0,623.0
55824,vw,golf,2.0,hybrid,1987.0,316977.0,430.0
55827,ford,desconocido,1.4,diesel,1991.0,248297.0,928.0
55829,ford,focus,1.8,desconocido,1991.0,331142.0,485.0
55830,ford,mondeo,1.6,diesel,0.0,39546.0,33524.0
55834,toyota,yaris,1.2,hybrid,2020.0,18897.0,0.0
55836,ford,mondeo,2.0,diesel,2017.0,29033.0,34882.0
55839,toyota,yaris,1.0,desconocido,1997.0,182175.0,0.0
55846,toyota,yaris,1.2,petrol,2019.0,34690.0,22933.0
55848,toyota,rav4,2.2,petrol,1996.0,222367.0,2414.0
55849,porsche,911,2.2,petrol,2009.0,0.0,28866.0
55852,vw,polo,1.0,petrol,1997.0,43090.0,4071.0
55856,vw,passat,2.0,diesel,2002.0,0.0,7891.0
55860,toyota,rav4,2.4,hybrid,1998.0,212982.0,0.0
55861,porsche,911,3.5,petrol,2007.0,71032.0,0.0
55863,desconocido,mondeo,2.0,diesel,2002.0,148666.0,5530.0
55866,ford,fiesta,1.2,petrol,1984.0,210874.0,0.0
55869,ford,focus,1.6,petrol,1990.0,244357.0,925.0
55870,porsche,911,2.6,petrol,2002.0,113358.0,0.0
55871,ford,fiesta,1.4,desconocido,2001.0,23762.0,6859.0
55872,vw,polo,1.4,petrol,2004.0,0.0,3216.0
55874,bmw,x3,2.4,diesel,2003.0,146668.0,0.0
55882,vw,passat,0.0,diesel,2005.0,141650.0,6756.0
55884,desconocido,fiesta,1.4,petrol,1991.0,191713.0,1023.0
55885,bmw,m5,5.0,petrol,1993.0,161948.0,8226.0
55886,vw,passat,2.0,diesel,2004.0,99230.0,9791.0
55890,desconocido,focus,1.6,diesel,1992.0,0.0,708.0
55895,ford,fiesta,1.2,petrol,1987.0,0.0,915.0
55897,bmw,x3,2.0,diesel,1988.0,72923.0,4487.0
55898,vw,golf,1.8,petrol,2010.0,58044.0,14049.0
55902,desconocido,rav4,2.4,hybrid,0.0,197337.0,4937.0
55903,desconocido,mondeo,2.0,diesel,1985.0,369968.0,233.0
55911,desconocido,fiesta,1.0,petrol,2015.0,50794.0,12562.0
55912,toyota,prius,1.0,hybrid,2009.0,74995.0,12989.0
55913,vw,golf,1.6,hybrid,2015.0,94888.0,17254.0
55914,toyota,rav4,2.4,hybrid,2010.0,0.0,22804.0
55915,bmw,x3,3.0,diesel,2007.0,81808.0,18354.0
